,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,-0.8778981,-1.7152616,-0.25148538,-2.079012,1.5138117,1.17721,1.6470631,-1.1069602,-0.008878399,1.0401131,-1.4139442,-0.9847859,-1.3331385,-0.046981394,0.13313462,0.8427844,0.3850976,-0.87491965,0.67808807,2.0870569,2.0108092,1.1139896,-2.114965,2.3106863,1.7405583,1.0531983,-0.6809959,2.0061004,-1.3892474,-1.430389,-0.5647669,-1.347578,-0.0042036707,-1.1606524,-2.0477216,0.041322622,0.023600807,0.40626588,-0.019517917,1.3339338,-1.3350234,-0.6669106,0.36800992,2.9711082,1.7930626,0.76829314,-1.5099305,-1.5719396,-1.3608515,-0.16706796,0.49280053,-1.5073775,-0.42820582,-2.7331336,-0.9592312,-2.5123034,-0.81517977,0.7124124,-0.8058072,-0.011877253,-0.5137634,0.12153871,0.5343881,-1.715402,-0.7056909,-0.050589595,2.2342434,-0.007472079,0.2830324,-0.01738022,-1.1814749,0.48453045,1.9574717,1.1349841,1.676479,1.0576,1.3181986,1.5580323,0.31332558,-1.3567263,-0.98817027,0.8194055,-1.1161317,0.045826018,-0.3194206,-1.2538649,-1.2215253,-0.15425345,0.33454663,-2.9039445,2.2503133,-0.050299473,-0.018638352,-2.3600564,-0.6060412,-0.5906568,-2.0509374,-1.1037762,1.8153298,1.0204351,0.6902158,-1.9563076,-2.7549386,-0.9227997,1.2306486,0.9628869,1.9840409,-3.3795867,-2.9180806,-0.07835832,0.21086133,0.7994051,-0.7213056,-1.5090537,0.96311593,-0.031250656,-4.325692,-1.2168614,-0.693242,0.073694244,-0.5172726,2.2299373,0.019590795,-0.99605584,0.7458961,3.0472236,-2.5943832,-1.0150958,3.3721893,-0.84943324,-0.037335206,-1.4439294,-0.49405265,0.33817214,1.0992166,1.8349289,0.11520455,1.9684066,-1.2057315,-0.030937683,-1.4720253,-1.3511238,1.3094515,-2.4796574,0.51518565,1.5117329,-0.021706639,0.17148376,-0.07145995,-1.164843,-0.2679714,0.99781865,1.4256134,-1.4773848,-0.34722066,0.26159415,0.753347,-0.43528304,-1.3126677,-1.7608005,0.028899316,-0.8080405,0.819769,-1.5556238,0.00089300284,1.162444,1.2157761,-1.150581,-1.095075,1.2046936,0.58876413,-0.77421445,0.21605098,-0.5408804,-3.205731,-1.1661159,-0.48392397,-1.145952,-1.4151118,-2.4672525,-0.9738118,-0.8281872,1.0252286,-1.361552,-1.6150886,-0.5729912,-0.15674137,1.3228116,0.23577516,0.018291852,-1.2331367,4.7719965,-1.0266705,-0.41231135,-1.5047219,0.1453777,-0.48227948,0.817457,-0.058759,-0.010297626
1,1.7271972,-0.47839117,-0.42928714,0.05896945,0.3273354,0.002192303,-0.009232049,0.68376166,-0.74858767,-0.12585133,-0.94820905,0.76258355,1.0470971,-0.883875,-0.71815616,0.37087634,-0.29085118,0.2814909,0.68136805,0.23310107,-0.8123403,1.8799658,-0.99456656,0.01103573,0.4598436,-0.81570363,-0.60963434,0.45227087,1.6341971,-0.26401612,0.4026341,-0.28293046,-0.37607247,0.72058386,-0.7965546,0.10841853,0.25595924,-0.7738936,-0.37873185,0.9890504,-0.48379177,-0.32214662,-0.25032225,-0.42244008,0.13104102,-0.8603394,0.70453525,0.8245641,1.1252295,-0.46079692,0.54427207,-0.22842328,-0.18470638,1.1346787,1.212421,1.2415565,0.52693856,-0.83212185,-1.7768003,-1.6284566,0.037026186,0.9614033,0.44793415,-0.2876795,0.2843443,-0.4084089,0.40841708,-0.8795602,-1.4159791,-0.3679414,-0.47689947,0.60018545,1.228875,-0.9272421,-1.6983875,-0.65083015,-0.27422744,1.4509262,-1.2329619,0.994459,-0.9918355,-0.78145915,0.3360224,-0.5991205,0.9522267,0.51678616,1.5772924,0.20081683,0.03762242,0.87364465,0.39099577,-1.3148152,-1.4954296,1.0498818,-0.8890249,0.39712366,1.3062121,0.43493766,0.57403725,0.51493883,-0.7249695,1.1363025,0.72721845,0.2812001,-0.74247026,-0.18537429,0.18686807,3.8540916,2.0063725,-1.4471419,-0.4042427,-0.49579248,0.25718418,-0.31785253,-0.14177081,-0.09422846,1.3287065,-0.019556025,0.83819854,-1.6267543,1.0584792,-1.0029792,-0.781907,0.9389082,0.09452804,-0.212935,0.3323545,-0.1346131,-1.1456481,0.44629705,0.101673685,1.1725767,-0.89339143,0.08727478,0.63246393,0.08615161,-0.43952167,1.2587081,0.60754865,-0.2204725,-0.64781857,-0.64701325,1.0038736,1.1403506,-1.048554,-0.013774999,-0.91527617,0.973704,-0.8279839,0.4770953,-0.8924522,0.23120263,0.29092494,1.5072238,-1.4781548,0.6015965,-1.4752531,0.9496225,0.4766677,0.68141276,-0.7368332,0.05636202,1.3786646,1.2550178,-0.46011618,1.8065814,-0.80531836,0.71895283,-0.03854203,-0.1900788,-0.6845454,-0.7245611,-0.6706096,-1.1769227,-0.035795864,0.45233187,1.079253,0.021121703,0.39622575,-0.2333531,-0.20286135,-0.5545638,-0.5737741,1.4817721,0.60351104,1.7372047,-0.14310853,0.80781054,0.27845642,-0.7660732,0.57080996,-1.5856202,-0.29625168,0.9398196,1.273725,-1.3902903,-0.8249757,-0.32349414,-1.435961,-0.7774412
2,-0.091570884,4.4320946,-1.2136018,0.017131515,-1.0605912,-1.1601644,0.18527299,1.0647093,0.36254263,0.0022643167,0.49506193,0.38493356,1.5459088,-0.2013214,-1.0966061,-0.06165522,-2.5780418,0.22701165,-2.1519918,0.06540824,0.7892227,-0.44852105,0.83540815,-0.86497974,0.95643497,0.91711676,-0.06561447,0.13453028,2.907738,-1.6142943,0.6903102,1.9979851,-2.943638,1.3515928,-0.30393472,1.1796823,-1.3065621,-0.31271508,-0.30911627,-0.97932553,1.7157643,-1.6840502,-0.6911498,-0.56578326,0.116408594,-1.8189508,1.6212186,1.091636,0.4232996,-0.23260048,-1.0553629,1.5524312,-0.08902389,3.5409038,0.8120991,2.9891608,2.6971312,0.32823193,-1.3434508,-1.2131478,-0.95970595,-0.8371135,-1.0852495,0.6029961,1.6847813,-3.1206965,0.24624087,-2.392524,-1.1732674,-0.74935246,-1.5555758,-1.6524714,-1.1189817,-1.2965283,-1.4491925,-0.97894615,1.2744164,1.3309323,-2.7817726,2.15038,0.8842501,-1.2695452,0.8075111,0.7211219,1.0565972,0.1024208,1.7597457,-1.1817799,-0.64267534,3.1254818,0.7080282,-2.1401358,-1.1393574,0.7223151,-0.7128638,-1.6715113,2.31919,1.1693522,1.9032989,0.13277273,-1.2462363,2.698686,1.315723,-0.5261706,0.23292139,-1.6503544,-0.83699596,4.1165657,3.1888547,-1.7215953,1.10413,0.23980187,1.1315498,-0.4754015,-0.8836887,1.560024,3.9230928,1.9610462,1.8260686,-3.0287406,1.2002559,-1.9753386,-0.452556,0.49000764,0.92035586,0.3615926,-0.22814713,3.2463117,0.04112861,-0.4583069,-1.1117083,1.687898,1.2461729,-1.0986178,-1.0428537,0.08515309,-0.23606548,0.2871828,3.2225132,-1.6228079,-0.45344216,-0.7764858,1.6012133,2.665177,-1.2744673,-1.3010625,-1.6510476,-0.6785461,-0.14234845,-0.67785156,-0.42498347,0.94273025,0.17692603,1.5502408,-1.3331119,3.028751,-0.6854829,0.8198135,-0.97741073,1.6317004,0.33546013,1.6606934,1.1518557,-0.2525515,-0.70608246,1.0228688,0.14956652,1.3914943,0.73519,-0.064146556,0.011631023,0.5663614,-1.0198369,-0.24391666,0.015022714,-0.07396805,1.5043559,-0.3972527,2.7966893,1.8176919,0.9924329,-0.04347433,1.5495772,3.3202448,-1.3987353,-0.12017267,-1.9035931,0.23680419,-0.18343084,0.45746762,-0.8654961,-1.9139291,2.0729024,-1.0018606,2.8463056,-1.6642407,-1.0482011,0.08487777,-1.665176,-1.7358632
3,1.9270148,-0.16365738,-0.5122674,0.059758384,1.070171,0.685482,0.115378045,0.8163627,-0.69017935,-0.2386753,-0.24435604,0.9510572,1.3056364,-0.065968364,-0.25838688,0.9820886,-0.23687004,0.055702325,0.5643121,-0.7004603,-0.6927363,1.4973631,-0.20761645,-0.20492187,0.34162834,-0.8934384,-1.1812406,1.7057618,1.8900615,0.44908395,0.81282336,0.874295,-1.1738701,0.9906395,0.23292923,-0.04007739,0.0039248485,-1.0350288,-1.7320441,-0.27993545,-0.16259156,0.13433045,-0.070847124,-0.49693203,0.35865843,-2.1844833,0.9783179,1.0000213,0.884955,-0.18039578,0.90828604,-0.8322434,-0.12657048,0.5494794,0.26389533,0.913508,0.9767371,-0.41588554,-1.4386744,-1.1511065,0.65893364,0.35968694,-0.82222897,0.22749877,-0.5990479,-0.17425127,-0.72754973,0.31192008,-1.2650427,1.0638936,-0.9392761,0.858564,2.3730667,-0.85325325,-0.78777164,-0.31189066,-0.31931087,1.0863101,-0.8927481,0.46783882,0.28646082,-0.13423298,1.2271987,-0.21314861,0.7097311,0.6691148,1.3046579,0.12130327,-0.6471618,0.30360395,-0.11390822,-1.7419472,-1.1874387,0.5963907,-1.573259,0.45764786,0.37328845,0.61999184,0.46236244,0.80026823,0.49404556,-0.015997363,0.64461595,-0.9661881,0.6214626,-0.5239005,0.31424043,2.975797,1.2540073,-1.2171289,-0.15465298,-0.46702912,0.25810692,-1.4778707,-0.004834404,-0.46260294,0.9678516,0.56433636,1.2107561,-0.21832414,1.1130942,-0.91196626,-1.0407538,2.0632014,0.2234542,0.027055081,0.47383124,-0.07691736,-1.6701717,1.0568557,0.6214403,0.09090875,-0.39876506,0.13341516,0.34787172,1.8899512,-0.42276394,1.9472775,1.329362,-0.0158451,-0.6668682,-0.094587594,0.51492417,0.65707237,-0.71068245,-0.56968135,-0.80516213,1.9805843,-0.27838597,0.270116,-1.4686431,0.5354968,0.33310646,0.8169187,-0.7739128,1.0076869,-0.5991158,0.7124648,0.13661605,0.6542945,-0.75958025,-0.15811434,0.6791919,-0.05250924,0.44275045,2.3199234,-0.76962584,0.18232593,0.62140363,-0.29800206,0.09590468,-1.3217074,-1.0868483,-0.69920623,-0.3862923,0.59240717,1.3797488,-0.009947411,0.6489293,-0.8479225,-0.463437,-0.795017,-0.043462355,1.9393083,0.8846426,1.752086,-0.3107248,1.2928215,-0.06764197,-1.3497151,0.65654886,-0.8855284,0.4416341,0.5415214,0.24740912,-0.9847334,-1.25186,-0.17817548,-1.1594355,-0.78809184
4,-0.8827893,-0.53003305,-0.04363921,-0.86629915,0.99295825,-1.7624818,-0.94299144,0.8751,-2.0693362,0.24688299,-0.5045256,-0.5938787,1.6377416,-0.14485927,-0.026496504,-1.4889078,1.3171983,-0.65921706,0.15151101,-0.68539965,1.1746526,0.64934266,0.7723248,-0.405812,-1.0874801,-0.6481902,-0.27392194,0.71174586,-0.107213385,0.10568057,-1.6026653,-0.6766747,0.09208321,0.16297023,1.0848627,0.7213945,0.36337385,0.875481,-0.1336686,-0.35239252,-0.5025086,0.2690258,0.31104264,-1.1355188,-1.0090315,0.7031665,0.3705165,-0.702777,0.33757353,0.675872,-0.35170856,2.3900282,-0.2863042,-1.1469774,0.096620426,0.0017706705,0.6462257,0.23477674,-1.0155423,-0.32051685,0.51087666,0.34876412,-1.6171328,-0.8506705,1.9439183,0.768149,-0.44172722,0.42245105,-0.18898667,1.8052938,-0.21100673,0.118756205,-0.011400401,1.819569,-1.1822802,-0.13793215,-0.054658595,0.67711085,-0.3017003,0.547788,0.8652718,0.696794,-0.23848099,0.13518342,-0.72630936,-0.2131146,-0.306652,0.57327825,0.23691426,0.69523346,-1.516708,0.21207635,0.21109112,0.090434045,0.960842,-0.07054665,0.1467326,-0.29926485,-0.83070046,1.6470045,0.40365058,-0.879017,-0.039744183,-0.40110812,0.10248204,-0.6603095,0.3296212,-0.15565036,0.23611557,1.300747,0.008320964,-0.86845493,-0.2568672,1.3782818,-0.81122017,-0.43081588,0.2026118,-0.36399686,-0.6099006,0.6185697,-1.2526337,-0.5915497,0.25032532,-0.7207919,-0.11804485,-1.0676296,0.38873225,-0.21550517,-1.276292,-0.07872705,0.12753792,-0.099732146,-1.4284532,1.414917,0.8595016,0.087891996,-0.19141412,-0.4871823,-0.0023376683,0.34449428,0.5411559,0.4805729,-0.3677538,-0.733225,-0.100964785,-1.4139904,1.2820592,-0.11490726,0.9743221,0.8253968,1.0510131,-0.45826972,-0.011303147,0.32472166,-0.8934942,-0.2566334,1.4065527,0.20920831,-0.84622633,-0.25254855,-0.0056663575,-0.021721274,-0.44218877,0.32206672,1.2080892,0.06256845,0.28726494,-0.2154799,-0.23236562,-0.004883697,1.0789711,-0.58420813,-0.09432613,-0.6971639,1.2064723,-0.0645947,0.4248657,0.6806207,-0.113026775,-1.3035984,-0.10841249,0.7191741,-0.77985656,-0.1940941,1.3804345,0.1903306,-0.1133193,-0.97844344,-0.044529103,-0.6825835,-0.12394572,-0.110110596,-0.8267589,-0.0025864856,-0.45468438,1.4213464,0.07515449,-0.07539536,-0.25362328,-1.8845463
5,-2.500381,2.3877914,-2.4862971,-0.14998521,-2.188695,0.30617383,1.8760803,0.44104588,2.9506779,-0.2670488,-0.8728427,-2.9262526,1.2605939,1.6493239,0.5818274,-1.9529221,-0.65844536,0.16556193,-0.034504995,0.6231554,-0.32380936,-4.6696515,-1.6956584,-0.41054818,-0.22812541,0.30227196,-0.0080480175,-0.6149466,-0.62565196,1.1477774,0.77625936,0.046072535,-1.2083975,-1.321242,-1.5455638,-0.65707254,1.1347955,-0.5778447,-0.41683844,-3.183081,0.5756573,0.76089215,-1.0638589,-0.18630886,1.0793958,0.16651094,-0.20101468,1.6430136,-3.7364857,-1.8135026,-0.8260123,-1.5869868,1.1800448,-0.009253374,-3.208901,2.848404,-1.1076363,-1.9177705,-2.4968505,-0.050248522,0.16610642,-3.4788055,-1.1562288,-0.42745548,1.771793,-0.20225842,-0.53625035,1.2081237,1.7410623,2.1808789,-1.7502316,-0.07613993,-1.0697781,-1.6675618,1.5448682,0.9026411,4.0001483,1.6369244,1.0964698,1.3764436,3.6284642,-0.012807429,1.0788054,-1.2628084,-2.1450737,2.1160965,-0.91025716,0.3781477,-2.820474,-2.7729633,-0.4909976,1.9503337,-0.5535053,-0.1623717,2.3942184,-3.3018692,0.705979,-1.3416716,-1.3679117,-0.096669264,-0.9217119,-1.1063441,1.5501711,-0.7024904,-1.0819457,-0.9150314,0.21488251,-0.8181441,0.7421318,-0.18342051,0.26719186,2.3329122,0.39626652,2.7623663,-0.6280846,1.009403,-0.73418427,1.1219273,0.7173838,0.5335587,0.79415035,0.68634087,0.91030884,0.45517462,1.0273867,0.17479572,-1.5958432,1.4235944,1.7426016,-0.38114217,-0.17689997,0.6024004,-2.6283677,-1.1958838,-3.5594127,-2.3282847,-0.041632988,-0.052407082,0.7836734,1.2954193,1.3425026,-2.5118427,0.6347662,-1.1953208,-1.1565794,-0.1262912,-0.739451,-0.876535,1.0664164,-0.5532504,1.8170978,2.6531818,0.9501767,-0.79769963,-0.5976373,1.9278532,-0.7194469,1.9471684,-1.6710504,-1.5204055,-0.37640637,-0.5945756,-0.68082654,0.47340852,4.1155615,0.06819181,2.6478114,-0.61650395,-1.2713379,-1.7666627,0.24011818,1.088076,-0.81984067,-0.73941976,-0.9566292,-1.3924683,-0.23680888,-0.69757247,-1.658815,3.4091055,2.70377,3.332581,1.7264774,-2.579784,-0.29644597,-0.17826721,-1.3200895,1.3770602,2.104677,3.5159187,-0.467373,-0.056023687,-0.2065211,1.3142843,-1.769513,-1.4080031,-0.9743795,-0.22880769,-0.07984967,-0.24257094
6,1.391837,-1.3851761,-0.16799033,0.9697498,1.0998306,0.4912573,-0.21059637,0.80389786,-1.4255166,1.3165785,-1.5404879,0.93362594,0.8231327,-0.6287766,0.83872795,1.3545095,-1.5611433,0.97162473,0.043448105,0.2831321,0.29426867,1.2981791,-2.288419,-0.70063096,0.542057,-0.2701513,-1.3683006,1.1811007,1.1406809,-0.28442633,-0.60457927,-0.29921618,0.269947,1.0666267,-0.6618,0.017595,0.43434966,0.04415446,-2.211783,0.31484896,-0.09793518,-0.4190451,0.7373181,-0.41251704,-0.39321783,-0.6070037,-0.29065496,0.7651364,0.19056237,0.68786395,1.5889652,-1.075117,-0.9690816,2.3074577,0.0683509,1.0059586,0.5797777,-0.16842234,-1.2143949,-0.7933366,-0.12314553,-0.49728584,1.5050662,-0.8042866,0.14172794,-0.51355356,0.6720946,-1.5393262,-0.34120297,-1.3994787,0.59074265,0.33681,1.7304997,-0.31587008,-2.4588468,-0.16968063,0.967884,2.15499,-1.7296895,-0.2509388,0.054301597,1.3097376,1.3049686,-1.4138966,0.6110747,0.55798596,1.086482,-0.5857332,-0.6703261,0.5150277,0.13509962,-1.9814389,-0.6616084,0.62947863,-1.8901119,1.5938785,0.89209896,0.68485063,0.5566622,-0.02498499,-0.71468157,0.34327298,0.63518476,-0.8147734,-1.0597743,-0.3883102,0.35876766,3.6288338,2.0115786,-0.889865,0.7751283,0.4939705,1.2282184,1.167082,-0.42302385,-1.0951836,1.0548579,0.80588347,1.8507156,-1.2548573,1.9751515,-0.35805187,0.6591489,1.9990416,0.586418,1.0368484,-0.3182172,-0.0044332426,0.47083455,0.20159826,0.7121485,0.654952,-1.3074354,0.87060064,1.0553364,-0.06326197,-0.86337835,0.53164095,1.4061913,-0.48119143,-1.4358667,0.62976766,0.750148,1.4966016,-0.62470984,0.7635854,-1.5871783,0.4568915,0.20686589,1.0815998,0.14915797,1.397044,0.6734033,2.2797143,-0.89594454,0.7361541,-0.7604881,1.2583249,0.45199147,0.8877161,-1.6477118,-0.0064136134,1.1019057,1.1949377,-0.76569283,1.5239748,-0.6167821,1.4561927,0.28733104,0.68036854,-2.1555943,-1.1736425,-0.37171364,-0.5232562,-0.12842473,-0.76723504,2.1219497,0.4258713,-0.31788445,-0.8448966,1.3237214,-1.3613012,-0.17829768,0.62524956,0.88040495,1.3530685,-0.6178341,1.9428049,-0.3871328,-0.46653208,0.11527386,-1.2817665,0.6319899,0.5465477,2.2349515,-0.4615932,-1.0543033,0.1411576,-0.91777456,-0.54260296
7,-2.78137,3.3050125,1.3931763,0.21664615,-1.3675163,1.5808964,1.8640716,-2.5495808,0.9631344,-2.9512374,1.799785,1.5805898,-1.1061012,0.42082375,-0.8894125,1.326797,-2.8180714,-1.4052485,-0.8155436,-1.4035897,-2.620638,-3.0652602,1.5143663,2.7970545,0.76309234,1.6781913,-0.058740243,-1.9507947,-1.9067396,-0.7931098,-2.6889174,-1.0895759,-2.2252452,-1.3289647,2.6726506,2.0241666,-1.347534,2.2584012,-2.1953511,-1.0351121,0.80676454,-2.744646,0.6327333,3.1341321,0.24765518,-0.9664807,0.6244576,0.67486113,-0.65509325,-0.486898,-1.8420199,0.04582596,1.6594322,-0.9564287,-1.7320592,2.2598479,-1.6983362,1.437248,0.01355459,-0.10173588,1.5588006,-1.7284375,0.072637,0.8385475,-1.0584258,-1.0061989,-2.173631,1.3414227,1.6435473,-1.1740015,2.994278,-1.6858213,-2.3102486,-1.1948888,6.8880525,0.5909917,0.66732776,-1.0981342,1.1470124,0.26139438,1.8410534,-1.5587984,-0.4777471,2.2604842,-0.655144,0.23413031,0.575864,-2.4428995,0.011573582,-0.010746249,0.7439502,0.43755355,1.4365404,-1.0021067,0.9267616,-2.2987983,-0.9592075,-0.6357222,-1.4637711,-2.7518892,3.0199907,0.36218172,-1.4885856,0.26093414,0.91368043,-1.1349871,-0.34875348,-3.3485274,-1.5482371,2.1357925,-2.4516752,0.024481444,-1.1047926,-2.0396454,0.016680723,2.5342097,-0.2340271,3.656346,-0.9813181,1.4048538,-0.9597952,-0.84558713,-0.16960993,-1.0691093,0.25855213,0.03908349,0.19613877,-0.94294155,0.21371879,-1.0695928,-1.3554355,-0.08355703,3.571417,-0.47789502,-1.7952898,1.5949048,0.38577804,-0.91031533,-0.9106408,0.6558018,2.18188,-1.8396759,-1.9507366,-0.89325505,0.48856342,-3.4748726,0.69979775,-0.866718,-0.52237356,-0.66637737,0.23877512,-0.16561596,1.2746191,-1.6387851,-0.5783131,-0.22397603,3.1576102,-2.8365457,-0.3401856,-1.3176433,0.80167216,0.45986545,-2.777499,-1.535509,-0.092094995,-2.6617568,1.8546336,-0.8091034,-0.7168447,1.398803,2.510255,1.2530283,1.4433405,4.4273577,-1.0628295,-0.44640744,0.23408243,0.53937536,-0.124016605,1.770735,0.78748757,3.4192517,0.7387484,-1.6799355,-3.6534023,-2.3871858,0.19542445,0.08586361,-0.4195669,-0.80514526,-1.4242778,2.4144895,-0.81802404,-1.7673957,-0.20074767,4.650782,0.56724757,-0.71128726,0.46851417,2.3182056
8,0.29032168,0.33574137,-0.36568514,-1.2853005,-0.67674553,-0.5572515,0.111268826,0.4400227,-1.9009787,1.608764,0.017977534,0.066319615,0.35091907,-1.5565132,-0.36490977,-0.13987866,0.4261913,0.11354619,0.3934139,-0.34534374,1.2884794,1.2253457,-0.30714732,0.008070063,-0.7591745,0.38132262,-0.41215417,0.3186421,0.1554895,-0.42280465,1.0611478,-0.016414616,-0.30411237,0.8731419,0.6796416,0.41916633,-0.55126685,-0.0331275,-0.9631863,1.1401827,-0.9507736,1.7679957,-0.17539126,-0.39905515,-0.0010783891,-0.2113078,-0.08419991,0.852541,-0.6010971,0.5751615,0.1658303,0.9121683,0.15175384,0.5260066,-1.0270566,1.1495931,-0.1702503,0.7226189,-0.6985519,0.47893244,0.39026314,-0.17619154,1.574203,-0.17409438,-0.39126515,0.22951557,-0.1082542,-0.020204438,-0.12573521,-0.6531011,0.078906074,0.69003,0.9029737,-0.56533384,-1.0855201,-0.19119237,0.7280408,-0.00041628606,-0.5963858,-0.07088778,-0.28887713,-0.80214614,1.3924873,-0.45055363,1.10645,-0.14727314,0.1995878,0.439424,-0.8360626,2.5203576,1.347151,-1.0070169,-0.25126547,0.9149426,-0.7070533,-0.06533073,1.2206908,0.78124464,1.4684434,0.081540495,-0.758879,0.14393866,0.71156806,-0.38533008,-0.76986086,0.7191893,0.575446,0.9019918,-0.047099646,-1.599036,-0.60687953,-0.07643404,1.3356218,-0.013289781,-0.13492261,-0.1434298,0.9271684,1.1180865,-0.81657094,-1.2776624,0.11389388,-0.7665169,-0.86934984,0.83383167,0.97131467,0.35350227,0.13164209,-0.2421987,-0.10197158,0.39100245,0.40886465,0.27184722,-1.0973865,-0.0036655264,-0.024543792,0.9048061,0.9481958,1.013802,-0.15683647,-0.07281418,-1.3400881,-0.38690633,0.13174762,-0.51641476,-1.1044548,-0.49821943,-0.33622697,0.50178635,-0.7444619,0.5473801,-0.34208122,0.19353858,0.116270475,0.45839772,0.15295914,-0.9438886,0.12986499,0.06380469,1.3043848,0.17316388,-0.77810574,-0.38641036,-0.8603845,0.73074603,-0.5044995,0.5939909,-0.3894505,-0.26569372,0.012185335,0.32241726,-0.42069212,0.40174484,-0.020753454,1.0111158,-0.16764583,0.6248605,-0.021643836,0.49417448,0.14442457,-0.788772,0.63107497,0.36237112,0.6461203,1.0267195,0.36480454,0.8533558,-0.8025614,0.3195131,-0.70262194,1.6935748,0.6779154,-1.3777804,0.7333656,0.5265893,1.8471763,0.38522828,-0.8989288,0.049652036,-0.75014174,-0.33295807
9,0.48769364,-1.2369795,0.5529597,-1.6258734,0.58167464,-0.8095216,-1.0249593,1.6323546,-1.2557479,0.6299008,-0.9525863,-0.23835489,0.5692677,1.0420083,0.45656282,-1.8548965,1.9395596,-0.019627899,0.99134654,-1.0223235,0.33020386,0.90347826,-0.0002854229,-0.47549325,-0.5410387,-1.2850854,-0.39652336,0.6306167,0.15488128,0.85895735,-1.6434768,1.7165723,0.8895285,-0.046983175,-0.7692672,-1.1218333,-0.723325,-0.39857003,1.4196295,1.217519,-0.41997313,1.7269686,0.061652724,-0.9852904,-1.1708568,-0.24476548,-0.14386716,-1.0380584,1.2472744,-0.1342067,1.0452061,0.28165022,0.15312846,-1.325235,0.74870557,-1.0696753,-0.39351353,-0.15558213,-0.08617327,0.06468898,-0.90011984,1.5100114,-2.009567,-1.4861866,1.0296878,0.5939969,0.1680252,-0.48419756,-1.2435749,2.027128,-0.7299906,0.82266456,1.2618649,1.6469775,-1.7002305,-0.52255756,0.45132607,0.021216644,-0.7061734,0.1778373,0.11975092,0.3384251,0.26944748,-0.48655406,0.0126563255,-0.7856708,-1.1702548,0.6600121,1.2449886,-0.38188827,-2.3850784,0.8555443,0.4740052,0.48875108,0.1485681,1.0156128,0.4013923,0.9749854,-0.3650777,1.6486386,0.6555113,-1.879377,0.2176128,0.2701741,0.2449356,0.057051346,-0.5195901,1.639227,-0.41561046,-0.0015424951,0.010217278,0.20137432,1.1888435,0.33620298,-0.33532256,-0.6823052,-0.16050974,-0.76427054,0.011383668,-0.08829487,-0.042206313,-0.22489487,-0.88165,-0.35157204,1.1779193,-0.37000224,1.8728402,-0.08657325,-1.0273625,1.1979797,0.09733592,0.017097777,-2.1801655,0.47923928,1.1136054,-1.1940403,0.15990359,0.52522534,0.7451297,-0.78624,-0.29303604,0.28310588,-0.6091627,-0.63652676,1.3173599,0.893487,1.1944705,1.5425334,1.0895981,1.0796701,-0.29133898,-0.40753824,-0.57704043,0.0041962955,-0.39648625,-0.6480847,-0.45340124,1.8085654,-1.4389522,-0.13803105,-0.34970173,-0.061205126,-0.00875034,0.07374779,0.87184155,1.4198438,-0.67705417,-0.62254965,0.7942897,0.24585612,0.08903559,0.22699521,-0.19195238,-1.0932188,0.8306927,0.6541499,-0.7248239,0.06503724,0.32065883,-0.22347042,-0.33539253,-0.035763804,-1.2592108,-0.29122123,2.6258242,0.29410946,-0.9188256,-0.28827354,-0.19343883,-0.0035776282,1.6580061,-0.46681514,0.028805552,-0.6131046,-0.70509887,-0.2171167,0.7954916,-0.5439801,0.5726263,-1.2427852
